863.93,877.60,842.58,21.35,13.67
647.95,334.22,631.93,16.02,10.25
0.92,0.22,0.9,0.02,0.0068403335
31.99,5.33,31.77,0.21,0
472325.49,706695.17,469531.39,2794.10,377550.88
1648.44,127.86,1042.98,605.46,0.00
1542.68,530.52,1531.91,10.77,0.98
1222291.19,755074.81,1214715.04,7576.15,14077.01
65733.71,131565.87,65544.68,189.02,287.48


















	
